name,age,country,Ovr,BAT Ovr,Bowl Ovr,B-IQ,Tech,PWR,RUN,ECON,WKT,ACC,CLTH
Al Islam,25,Bangladesh,60,46,56,42,51,46,46,65,56,38,33
George Hill,21,England,44,41,39,40,35,46,44,40,38,25,54
Sarbeswar Mohanty,26,India,50,39,47,39,27,46,58,46,40,48,78
Kasun Abeyrathne,23,Sri Lanka,43,42,25,37,36,46,72,27,28,19,9
Shivam Mavi,23,India,73,37,72,29,33,46,53,70,70,67,97
Prabath Jayasuriya,30,Sri Lanka,71,34,70,27,25,46,54,72,71,65,63
Sajeevan Akhil,30,India,62,42,59,22,53,46,72,51,53,82,87
Roshen Fernando,29,Sri Lanka,71,37,69,20,45,46,22,69,70,61,72
Het Patel,23,India,59,58,26,66,63,45,77,27,28,5,31
Aditya Kaushik,30,India,57,56,24,66,59,45,47,27,28,11,5
Luke Jongwe,27,Zimbabwe,78,49,75,64,43,45,30,67,72,95,99
Asel Sigera,22,Sri Lanka,70,52,65,61,52,45,42,69,67,68,41
Taruwar Kohli,33,India,58,53,47,61,53,45,51,44,42,84,45
Sandeep Pattnaik,23,India,53,52,24,60,56,45,37,28,28,10,7
Lasith Lakshan,26,Sri Lanka,54,52,35,57,55,45,45,39,37,22,22
Rongsen Jonathan,35,India,51,50,29,57,51,45,31,32,30,19,21
Zahiduzzaman,25,Bangladesh,52,51,25,55,48,45,80,27,28,19,10
Sehan Weerasinghe,26,Sri Lanka,69,46,66,53,41,45,48,66,61,59,88
Pratik Das,28,India,56,50,49,52,51,45,58,52,58,16,31
Madhawa Nimesh,26,Sri Lanka,49,47,34,49,47,45,44,38,38,16,24
Naveen Kanwar,23,India,55,50,47,47,61,45,44,49,41,23,91
Blake Cullen,20,England,73,47,70,45,51,45,49,67,77,42,79
Asif Ahmed,29,Bangladesh,64,47,60,45,50,45,50,57,50,79,89
Yogesh Tiwari,24,India,44,43,27,44,45,45,12,27,28,34,20
Kyle Simmonds,28,South Africa,70,47,66,43,50,45,70,69,63,59,72
Priyansh Arya,21,India,46,45,26,42,47,45,48,27,28,22,13
Mattie McKiernan,27,England,58,45,54,41,48,45,55,60,52,17,72
Dominic Sabir,18,Bermuda,56,46,51,40,49,45,78,48,47,40,85
Suranga Paranavitana,44,Sri Lanka,51,39,48,40,31,45,39,47,52,52,28
Jordan Woolf,22,South Africa,51,49,33,39,57,45,89,32,32,10,63
Mitchell Swepson,28,Australia,81,42,79,37,42,45,50,74,75,97,94
Elmore Hutchinson,39,United States of America,67,41,65,37,40,45,34,63,57,79,95
Mohammed Shami,31,India,73,40,71,35,39,45,36,74,78,44,56
Murugan Ashwin,31,India,68,39,66,35,32,45,53,70,67,82,33
Ishant Sharma,33,India,78,37,77,32,34,45,30,72,71,97,96
Lahiru Jayaratne,30,Sri Lanka,64,38,62,31,31,45,64,62,58,65,75
Fidel Edwards,40,West Indies,74,36,73,30,33,45,28,69,68,85,98
Zahid Mahmood,33,Pakistan,67,38,65,30,38,45,29,68,66,82,30
Ankush Bedi,30,India,58,40,55,26,48,45,45,60,57,50,30
Keegan Petersen,28,South Africa,59,58,30,70,60,44,68,29,30,32,28
Harry Swindells,22,England,58,57,25,69,62,44,54,28,30,9,10
Daryl Mitchell,38,England,73,57,67,65,63,44,71,63,60,84,90
Nipun Haggalla,24,Sri Lanka,57,56,25,62,61,44,79,27,28,27,5
Sam Robson,32,England,56,55,25,62,58,44,65,27,27,20,17
Charlie Wakim,30,Australia,56,55,30,61,59,44,65,29,30,40,20
Ben Slater,30,England,54,53,24,61,59,44,30,27,27,6,17
Michael Erlank,31,South Africa,60,53,52,59,56,44,53,47,45,82,74
Abhishek Goswami,24,India,52,51,28,55,51,44,67,27,28,36,21
Neil Brand,25,South Africa,71,49,67,54,49,44,51,68,60,83,78
Rishav Das,32,India,52,51,27,54,56,44,43,27,27,36,17
Darshan Misal,29,India,73,48,70,53,46,44,51,69,65,79,82
Grant Mokoena,34,South Africa,48,47,27,52,45,44,49,27,28,36,12
Harrison Ward,22,England,51,50,26,51,54,44,53,27,28,20,18
Wellington Masakadza,28,Zimbabwe,76,50,72,50,53,44,75,68,71,98,65
Amit Mishra,39,India,80,47,78,50,49,44,38,78,81,93,54
Vinodh Perera,32,Sri Lanka,69,47,65,49,46,44,52,61,65,85,56
Nimesha Gunasinghe,26,Sri Lanka,50,49,29,49,49,44,82,34,32,10,15
Kirk McKenzie,21,West Indies,46,45,27,49,44,44,32,27,28,28,24
Yuvraj Singh,23,India,73,48,70,47,56,44,41,68,71,85,63
Abhimanyu Rana,30,India,45,44,23,46,46,44,19,27,27,6,5
Iqbal Abdulla,32,India,75,45,73,45,46,44,49,70,66,90,94
Jonathan Garth,21,Ireland,54,43,50,44,40,44,52,55,49,63,20
Steve O'Keefe,37,Australia,66,46,62,43,51,44,51,69,63,38,54
Matthew Waite,26,England,65,45,62,42,50,44,49,62,61,30,95
Luke Wood,26,England,75,44,73,41,43,44,65,71,74,65,83
Jason Oakes,26,South Africa,40,39,24,41,25,44,71,27,28,5,17
Buddika Madushan,31,Sri Lanka,63,40,60,40,37,44,37,57,54,63,92
Tanush Gusain,21,India,42,41,25,40,44,44,7,27,28,25,9
Ehsan Adil,28,Pakistan,74,43,72,37,46,44,45,71,75,99,34
Saad Bin Zafar,35,Canada,66,40,64,36,40,44,35,71,67,34,52
Phaphama Fojela,37,South Africa,66,36,64,31,30,44,39,64,58,75,78
Asitha Fernando,24,Sri Lanka,74,37,73,27,40,44,21,71,74,59,91
Mehedi Hasan Rana,25,Bangladesh,70,35,69,22,39,44,29,69,75,50,66
Delwar Hossain,37,Bangladesh,63,34,62,21,38,44,15,62,58,89,50
Bikramkumar Das,22,India,60,59,25,72,65,43,63,27,28,5,21
Ernest Kemm,31,South Africa,63,56,53,68,60,43,41,57,45,48,72
Hiral Patel,30,Canada,65,52,59,64,54,43,34,52,53,79,92
Jonathan Tattersall,27,England,58,57,26,63,62,43,95,28,28,22,18
Suminda Lakshan,24,Sri Lanka,63,55,56,61,56,43,94,58,53,46,69
Mangal Mahrour,29,India,53,52,31,61,53,43,47,33,32,38,10
Salman Khan,23,India,54,53,27,60,54,43,78,28,28,40,5
Harry Nielsen,26,Australia,55,54,25,59,56,43,82,28,28,6,16
Dilasri Lokubandara,28,Sri Lanka,55,54,24,57,58,43,82,27,28,6,18
Innocent Kaia,29,Zimbabwe,52,51,27,54,54,43,73,30,30,11,14
Prince Masvaure,33,Zimbabwe,51,48,39,53,50,43,43,43,41,23,30
Nono Pongolo,32,South Africa,68,50,63,52,53,43,72,62,61,50,85
Mohaiminul Khan,31,Bangladesh,51,47,42,51,46,43,47,45,41,50,27
Mahesh Kumara,22,Sri Lanka,51,50,25,50,53,43,83,27,28,27,5
Charlie Thurston,25,England,47,46,23,48,43,43,71,27,28,3,11
Mitchell Starc,32,Australia,86,46,85,47,46,43,54,80,85,94,100
Tanzim Hasan Sakib,19,Bangladesh,78,47,76,41,54,43,63,74,77,91,66
Craig Young,31,Ireland,80,41,78,39,41,43,39,77,82,52,89
Shafiul Islam,32,Bangladesh,75,40,73,37,39,43,33,74,77,40,89
Brad Wheal,25,Scotland,78,40,77,36,42,43,40,76,82,48,88
Vijay Jethi,27,India,44,43,24,36,46,43,57,27,27,7,18
Mohammed Siraj,27,India,76,38,75,35,36,43,39,75,80,59,75
Jack Brooks,37,England,64,43,61,35,49,43,53,64,58,80,38
Ankit Rajpoot,28,India,77,35,76,31,31,43,22,74,78,96,54
Hamid Hassan,34,Afghanistan,71,36,70,31,33,43,32,65,65,94,82
Abdul Kayium,23,Bangladesh,54,38,51,29,41,43,33,50,45,36,92
Kavindu Ridmal,21,Sri Lanka,53,37,51,23,43,43,51,59,46,28,63
Arul Prakash,28,Sri Lanka,52,35,50,16,40,43,60,50,49,44,56
Tasamul Haque,30,Bangladesh,56,52,42,63,55,42,28,46,45,34,22
Pabasara Waduge,28,Sri Lanka,56,55,28,62,57,42,82,27,28,32,27
Jack Edwards,21,Australia,54,53,30,61,56,42,73,28,30,32,36
Kuldeep Yadav,27,India,89,49,87,57,49,42,48,82,88,98,95
Hasitha Boyagoda,23,Sri Lanka,53,52,29,57,54,42,76,30,31,22,25
Ned Eckersley,32,England,52,51,24,56,53,42,67,27,28,16,8
Tharushan Iddamalgoda,26,Sri Lanka,66,48,62,52,51,42,51,68,54,44,84
Saahil Jain,23,India,48,47,27,51,49,42,43,28,28,11,36
Deepraj Gaonkar,23,India,51,47,43,50,48,42,63,45,43,15,64
Joyraz Sheik,25,Bangladesh,45,44,27,48,41,42,52,27,28,36,14
Siyabonga Mahima,25,South Africa,70,46,67,47,50,42,43,69,66,30,96
Tinashe Chiorah,23,Zimbabwe,47,46,26,47,53,42,29,27,28,34,5
Shrikant Wagh,33,India,74,42,72,44,39,42,47,69,68,79,94
Praveen Dubey,28,India,68,44,65,44,42,42,77,69,65,70,47
Nazmul Islam,29,Bangladesh,77,41,75,40,42,42,43,76,77,96,43
Suraj Kashyap,18,India,72,37,71,40,29,42,32,70,67,67,94
Dhawal Kulkarni,33,India,72,41,70,38,43,42,44,71,71,99,36
Jack Clayton,22,Australia,40,39,25,37,41,42,8,27,28,7,27
Shahbaz Nadeem,32,India,71,38,69,35,37,42,36,73,68,90,40
Ravi Bishnoi,21,India,81,38,80,34,36,42,40,79,81,83,74
Ajaz Patel,33,New Zealand,71,38,69,34,37,42,41,69,67,50,93
Pragnay Reddy,22,India,35,34,24,30,25,42,58,27,28,11,5
Ed Barnes,24,England,51,40,48,29,48,42,40,48,47,32,72
Fawad Ahmed,40,Australia,75,31,74,24,26,42,22,70,67,97,94
Jack Boyle,25,New Zealand,57,56,28,69,59,41,66,27,28,28,30
Sangeeth Cooray,26,Sri Lanka,58,52,50,64,54,41,37,54,56,38,24
Saurav Chauhan,21,India,52,51,27,62,51,41,56,31,30,6,15
Billy Root,29,England,54,53,26,62,55,41,65,28,30,20,7
Tshepang Dithole,28,South Africa,54,53,24,62,53,41,90,27,28,4,17
Akeel Inham,25,Sri Lanka,54,53,26,61,54,41,74,27,28,6,30
Ian Dev Singh,32,India,52,51,29,59,51,41,68,28,30,25,28
Tinashe Nenhunzi,22,Zimbabwe,48,47,26,58,45,41,43,27,28,10,31
Harry Finch,27,England,51,50,25,57,53,41,58,27,28,3,25
Charles Kunje,27,Zimbabwe,50,48,35,56,46,41,56,34,37,30,31
Sukhdeep Singh,21,Kenya,52,50,35,52,56,41,74,33,32,19,66
Sachithra Serasinghe,34,Sri Lanka,69,46,66,50,49,41,48,63,63,93,66
Robiul Islam Robi,31,Bangladesh,58,44,54,49,46,41,30,58,54,48,47
Hardik Tamore,24,India,47,46,25,47,50,41,53,27,28,8,25
Zakariya Paruk,23,South Africa,53,40,50,45,34,41,42,56,45,17,78
Jack Burnham,25,England,43,42,25,45,38,41,55,28,28,14,10
Rahul Chahar,22,India,83,44,81,44,45,41,51,81,85,91,59
Aaron Cawley,22,Ireland,66,41,63,41,39,41,43,65,62,27,97
Clayton August,32,South Africa,63,43,60,41,45,41,48,61,49,77,84
Shaun von Berg,35,South Africa,63,42,60,40,47,41,39,67,63,34,47
Avneesh Sudha,20,India,42,41,27,40,42,41,34,29,30,28,10
Yasir Shah,35,Pakistan,69,41,67,39,41,41,52,71,66,57,68
Nipun Malinga,21,Sri Lanka,48,42,44,39,48,41,27,44,41,22,82
Ryan Scott,26,United States of America,41,40,25,39,43,41,16,27,28,11,16
Sunzamul Islam,32,Bangladesh,71,41,69,38,39,41,61,65,60,97,94
Pinninti Tapaswi,25,India,66,44,63,36,51,41,64,63,60,75,63
Luke Wells,31,England,48,37,45,36,29,41,58,46,40,70,40
Dileepa Jayalath,24,Sri Lanka,72,39,70,33,41,41,54,69,66,89,68
Buddika Sanjeewa,34,Sri Lanka,67,35,65,31,30,41,49,65,66,77,45
Manish Golamaru,25,India,63,35,61,30,33,41,38,65,57,70,54
Techi Sonam,24,India,34,33,23,30,24,41,48,27,28,5,5
Blake Schraader,27,South Africa,42,33,40,28,33,41,8,44,47,20,20
Hamidul Islam,26,Bangladesh,61,36,59,21,45,41,28,65,58,48,47
Dominic Hendricks,31,South Africa,57,56,23,70,59,40,64,27,28,8,5
Andre Malan,30,South Africa,55,54,29,65,59,40,64,30,31,22,24
Parth Kohli,25,India,51,50,24,65,51,40,26,27,28,13,6
Isaac Dikgale,26,South Africa,55,54,28,62,58,40,82,27,28,40,20
Pinak Ghosh,23,Bangladesh,52,51,24,61,49,40,71,27,28,11,8
Kamesh Nirmal,22,Sri Lanka,51,50,24,61,50,40,61,27,28,14,9
Raveen Yasas,23,Sri Lanka,56,51,48,60,49,40,92,46,45,61,54
Mohammad Rakib,23,Bangladesh,47,46,26,58,43,40,24,27,28,9,30
Nipun Karunanayake,31,Sri Lanka,49,48,29,57,47,40,65,30,30,28,22
Harsha Vithana,36,Sri Lanka,50,48,31,56,47,40,58,35,34,11,20
Marshall Ayub,33,Bangladesh,50,49,28,56,49,40,60,31,34,6,10
Scott Borthwick,31,England,72,49,68,55,49,40,73,62,63,91,92
Gamindu Kanishka,35,Sri Lanka,48,46,31,54,46,40,49,33,34,25,17
Farhad Hossain,35,Bangladesh,50,46,41,53,46,40,55,42,40,70,15
Pikky Ya France,31,Namibia,50,46,41,53,47,40,31,41,40,65,18
Ryan Gibson,28,Australia,49,48,27,53,49,40,69,28,28,20,28
Chundangapoyil Rizwan,33,United Arab Emirates,47,46,28,52,51,40,30,27,28,48,7
Jake Lehmann,29,Australia,49,48,27,52,51,40,69,30,31,11,15
Dion Stovell,37,Bermuda,62,45,58,48,48,40,47,62,57,52,52
Todd Astle,35,New Zealand,72,46,69,47,48,40,67,67,62,85,91
Akash Senaratne,25,Sri Lanka,70,43,67,44,45,40,51,71,68,23,89
Saminda Fernando,25,Sri Lanka,42,41,28,43,43,40,32,27,28,32,31
Sithembile Langa,26,South Africa,56,41,53,39,45,40,30,61,58,27,31
Saqlain Sajib,33,Bangladesh,70,37,68,35,34,40,44,67,62,70,96
Dilesh Gunaratne,32,Sri Lanka,63,43,60,34,54,40,58,69,67,27,27
Elias Sunny,36,Bangladesh,70,38,68,33,38,40,53,66,61,98,69
Abid Mushtaq,25,India,66,35,64,29,37,40,23,69,62,61,56
Akshay Wakhare,36,India,62,35,60,26,37,40,46,65,56,27,88
Pritam Das,33,India,69,33,68,25,31,40,38,68,66,94,54
Taj Wali,30,Pakistan,56,32,54,16,40,40,19,60,54,52,36
Jandré Pretorius,22,South Africa,57,56,24,73,63,39,33,27,28,11,10
Kavindu Kulasekara,26,Sri Lanka,58,57,24,68,61,39,95,27,28,8,11
Angelo Jayasinghe,29,Sri Lanka,55,54,27,67,56,39,62,29,28,6,34
Denish Das,19,India,51,50,26,66,47,39,56,28,30,10,21
Kagiso Rapulana,30,South Africa,51,49,31,57,50,39,56,30,31,52,10
Malinga Maligaspe,35,Sri Lanka,51,50,27,57,50,39,80,27,27,36,17
Sohrawordi Shuvo,33,Bangladesh,69,46,66,53,47,39,54,65,60,96,68
Sachin Jayawardena,27,Sri Lanka,56,43,52,50,43,39,32,52,50,30,82
Raju Gayashan,33,Sri Lanka,46,45,30,50,49,39,34,28,28,44,31
Tom Smith,34,England,76,46,73,49,49,39,63,70,70,92,74
Callum Taylor,23,England,49,42,45,49,39,39,48,41,46,42,61
Gionne Koopman,30,South Africa,58,46,54,48,47,39,72,62,50,19,71
Roy Kaia,30,Zimbabwe,63,41,60,47,40,39,27,58,56,74,69
Alishan Sharafu,19,United Arab Emirates,46,44,34,47,46,39,47,28,30,46,61
Mahesh Priyadarshana,40,Sri Lanka,62,42,59,45,44,39,30,64,62,50,36
William O’Rourke,20,New Zealand,57,45,53,42,55,39,41,62,43,30,83
Marimuthu Vikneshwaran,29,India,40,38,32,40,35,39,41,32,34,14,38
Joey Field,21,New Zealand,64,44,61,38,47,39,89,65,68,19,59
Moinul Islam,29,Bangladesh,39,37,34,38,38,39,19,33,37,22,40
Jade de Klerk,22,South Africa,68,39,66,37,39,39,42,65,60,82,78
Nihaduzzaman,23,Bangladesh,60,39,57,36,38,39,53,67,57,27,50
KC Cariappa,27,India,66,40,64,34,47,39,37,71,66,54,41
Anurag Verma,31,New Zealand,70,37,68,32,39,39,50,64,66,89,69
Khary Pierre,30,West Indies,74,33,73,27,29,39,45,71,70,99,71
Praveen Jayawickrama,23,Sri Lanka,69,34,68,25,36,39,49,74,70,61,38
Jayden Lennox,27,New Zealand,68,34,67,23,42,39,18,69,67,75,47
Muditha Premadasa,20,Sri Lanka,55,54,27,72,50,38,87,27,28,17,28
Thaveesha Kahaduwaarachchi,21,Sri Lanka,55,54,26,71,57,38,42,27,28,23,12
Rajat Paliwal,30,India,57,55,36,69,59,38,75,36,36,44,24
Dilshan Kanchana,26,Sri Lanka,56,52,44,68,53,38,41,46,47,50,14
Yaseen Vallie,32,South Africa,56,53,41,65,58,38,50,42,43,27,38
Dilhan Cooray,34,Sri Lanka,50,49,25,59,53,38,50,28,28,10,16
Luke Schlemmer,27,South Africa,51,48,38,57,51,38,46,38,41,5,57
Hans Fernando,35,Sri Lanka,48,47,24,55,49,38,55,27,27,4,18
Roscoe Thattil,29,Sri Lanka,60,45,56,52,43,38,60,58,60,57,34
Kolla Sumanth,29,India,49,48,24,52,47,38,93,27,28,6,15
Sizwe Masondo,35,South Africa,45,43,30,48,38,38,84,27,28,52,27
Raqibul Hasan,34,Bangladesh,44,43,26,48,44,38,39,27,28,15,28
Shubham Sharma,28,India,40,39,26,43,35,38,54,27,27,32,8
Jason Behrendorff,31,Australia,79,42,77,41,44,38,64,73,73,88,94
Anthony Bramble,31,West Indies,39,38,24,37,34,38,76,27,27,5,20
Mitchell Claydon,39,England,70,36,69,34,36,38,34,69,70,95,40
Gurinder Sandhu,28,Australia,70,37,68,34,37,38,44,70,71,84,36
Karkir Taye,26,India,52,38,49,33,44,38,30,51,41,40,78
Mohit Ahlawat,26,India,34,33,23,33,28,38,27,27,28,4,6
Pramod Madushan,28,Sri Lanka,72,34,71,28,33,38,45,69,71,97,56
Michael Copeland,19,South Africa,56,52,45,65,54,37,64,48,40,70,24
Shanuka Dulaj,26,Sri Lanka,55,53,34,65,57,37,64,37,40,10,18
Liyan Khan,30,India,50,49,25,65,51,37,21,27,27,6,31
Uday Kaul,34,India,51,50,29,58,54,37,72,27,27,46,28
Ganesh Satish,33,India,49,48,27,58,50,37,45,27,28,46,7
Anshul Gupta,32,India,48,47,26,58,48,37,45,27,28,9,28
Abhishek Thakuri,23,India,47,46,28,53,47,37,60,27,28,30,33
Dan Lincoln,26,England,47,46,25,53,45,37,80,27,28,10,21
Mahmudul Hasan,31,Bangladesh,52,44,47,51,44,37,47,47,40,38,83
Jason Niemand,23,South Africa,69,45,66,47,46,37,82,63,60,77,87
Hasitha Nirmal,29,Sri Lanka,62,42,59,47,40,37,50,59,52,83,63
Luke Doneathy,19,England,48,44,43,46,50,37,41,43,50,19,34
Irfan Khan,19,Pakistan,49,46,38,45,50,37,86,38,45,14,30
Narisingh Yadav,29,India,38,37,25,43,32,37,40,27,28,20,6
Sarmad Hameed,27,Pakistan,39,38,26,41,39,37,11,27,27,22,20
Riley Meredith,25,Australia,77,40,75,39,44,37,44,76,81,83,40
Andrew Rasemene,26,South Africa,69,43,66,39,51,37,55,65,67,80,52
Toby Albert,20,England,39,38,25,38,36,37,50,27,28,13,18
Thando Ntini,21,South Africa,70,41,68,36,49,37,50,66,70,70,66
Dom Bess,24,England,73,37,72,34,41,37,32,70,67,84,84
Sumit Ruikar,31,India,66,38,64,34,36,37,79,65,53,94,75
Malusi Siboto,34,South Africa,67,35,66,33,33,37,40,68,65,72,54
Rajith Priyan,33,Sri Lanka,65,35,63,32,35,37,39,64,63,94,28
Shahadat Hossain,35,Bangladesh,57,35,55,32,36,37,36,62,58,28,38
Damien Ravu,27,Papua New Guinea,70,35,69,30,37,37,41,63,66,95,83
Aniket Choudhary,32,India,70,33,69,30,33,37,32,69,67,88,59
Kasun Madushanka,30,Sri Lanka,62,33,61,27,35,37,32,64,61,20,86
Matthew Kuhnemann,25,Australia,60,35,58,27,38,37,46,62,57,70,34
Hasan Murad,20,Bangladesh,72,29,71,20,32,37,14,73,68,54,94
Yohan Mendis,25,Sri Lanka,57,56,28,67,64,36,88,27,28,36,25
Daniel Drew,25,Australia,52,51,25,64,57,36,41,27,28,19,6
Umesh Karunaratne,33,Sri Lanka,62,47,58,60,47,36,39,57,53,68,74
Sanvir Singh,25,India,55,51,43,58,56,36,90,40,38,54,61
Dulash Udayanga,26,Sri Lanka,47,46,26,58,45,36,52,28,28,27,10
Eranga Rathnayake,30,Sri Lanka,56,45,52,55,44,36,52,54,52,15,79
Prashan Wickramasinghe,29,Sri Lanka,48,47,27,55,46,36,74,27,28,27,22
Dellon Peiris,21,Sri Lanka,45,44,27,55,46,36,22,31,31,5,12
Bishal Ghosh,25,India,47,46,24,55,46,36,53,27,28,6,12
Johnson Singh,22,India,42,41,26,54,35,36,29,30,30,6,15
Cebo Tshiki,31,South Africa,46,45,26,53,48,36,40,27,28,34,6
Callum Parkinson,25,England,78,45,76,52,48,36,51,74,76,97,63
Leo Fransisco,27,Sri Lanka,47,46,24,52,45,36,82,27,28,4,12
Mark Wood,32,England,66,43,63,48,47,36,40,69,70,34,40
Akshat Pandey,28,India,58,44,54,44,50,36,67,56,52,36,69
Shaylen Pillay,27,South Africa,42,40,32,44,40,36,42,36,36,7,22
Arkaprabha Sinha,23,India,39,38,24,43,33,36,58,27,28,5,17
Steven Finn,32,England,80,39,79,41,39,36,49,76,81,68,91
Roshan Alam,26,India,66,40,64,41,42,36,43,69,60,27,97
Mohammad Ilyas,22,Pakistan,68,37,66,37,35,36,49,69,75,50,33
Arafat Sunny,35,Bangladesh,77,36,76,36,36,36,44,74,73,94,75
Thandolwethu Mnyaka,29,South Africa,71,37,69,34,43,36,35,68,65,84,74
Jackson Bird,35,Australia,61,35,59,34,30,36,67,66,61,40,41
Muhammad Faizan,24,Pakistan,42,31,40,34,23,36,24,44,49,16,14
Blessing Muzarabani,25,Zimbabwe,76,32,75,32,30,36,19,78,82,63,50
Matt Parkinson,25,England,77,33,76,30,33,36,20,78,85,28,83
Isitha Wijesundera,24,Sri Lanka,72,36,71,28,38,36,66,67,74,83,61
Himanshu Sangwan,26,India,62,35,60,28,41,36,33,59,56,93,43
Amila Aponso,28,Sri Lanka,69,32,68,27,30,36,42,75,73,50,38
Peter Chase,28,Ireland,69,32,68,26,31,36,43,72,76,36,56
Gregory Mahlokwana,27,South Africa,65,30,64,26,27,36,25,65,60,83,54
Matthew Hay,24,New Zealand,33,32,24,26,36,36,15,27,28,8,14
Monir Hossain,36,Bangladesh,59,31,58,22,36,36,27,64,53,52,59
Ludwig Kaestner,21,South Africa,52,51,28,70,54,35,29,32,30,15,18
Vishva Wijeratne,29,Sri Lanka,55,54,27,70,57,35,81,27,28,17,34
Bikash Rout,28,India,74,49,70,60,51,35,73,65,63,95,93
Dhiman Ghosh,34,Bangladesh,46,45,23,51,44,35,85,27,28,9,4
Chanaka Wijesinghe,40,Sri Lanka,43,42,26,50,42,35,48,28,31,11,10
Ishan Rangana,28,Sri Lanka,41,40,26,50,35,35,52,27,28,32,9
Khawlhring Lalremruata,34,India,39,38,26,50,34,35,14,27,27,32,7
Nelson Odhiambo,32,Kenya,73,40,71,48,38,35,39,66,67,95,78
Imran Khan,29,Sri Lanka,68,45,65,48,47,35,75,62,61,82,77
Fred Klaassen,29,Netherlands,72,43,70,46,44,35,70,65,72,95,54
Kangabam Singh,27,India,59,38,57,46,34,35,38,59,52,61,68
Peter Nevill,36,Australia,44,43,24,46,45,35,78,27,27,5,17
Samrat Singha,32,India,39,38,24,46,39,35,14,27,27,14,7
Keith Dudgeon,26,South Africa,68,40,66,45,39,35,45,67,70,70,43
Sandeep Sharma,28,India,81,40,80,44,40,35,42,76,79,97,81
Navdeep Saini,29,India,72,38,70,43,37,35,40,74,72,36,75
Rahul Singh,29,India,60,30,59,33,21,35,23,68,62,36,36
S Karthik,31,India,35,34,24,32,32,35,57,27,27,9,10
Chamod Sandaru,20,Sri Lanka,41,32,39,29,35,35,15,41,34,38,47
Shahnawaz Dahani,23,Pakistan,75,29,74,24,28,35,32,72,78,77,63
Shahbaz Chouhan,26,Bangladesh,47,30,46,21,35,35,20,51,40,42,57
Mohammad Imran,21,Pakistan,66,27,65,20,29,35,9,67,63,87,45
Akshay Wadkar,27,India,54,53,28,68,53,34,90,27,28,30,34
Pasindu Sooriyabandara,22,Sri Lanka,49,48,28,63,47,34,52,27,28,23,38
Anushka Perera,28,Sri Lanka,65,46,61,62,49,34,24,65,63,59,34
Shadman Islam,26,Bangladesh,45,44,28,54,43,34,68,27,28,42,15
Rivaldo Moonsamy,25,South Africa,43,42,24,49,42,34,62,28,28,5,13
Nayeem Hasan,22,Bangladesh,74,41,72,48,39,34,56,74,73,92,41
Josh Bohannon,24,England,45,44,27,48,45,34,75,28,28,34,8
Ernest Masuku,29,Zimbabwe,52,43,48,47,49,34,37,53,46,32,52
Lalhmangaiha,38,India,43,38,40,46,36,34,21,36,34,68,52
Aravinda Premaratne,29,Sri Lanka,66,34,65,42,27,34,36,66,63,85,47
Jonathan Merlo,23,Australia,41,38,35,41,41,34,36,36,32,38,41
Tom Hartley,22,England,76,39,74,40,42,34,50,73,70,75,94
Amit Ali,19,India,75,40,73,40,46,34,50,75,76,40,81
Andile Simelane,18,South Africa,61,37,59,40,36,34,38,62,42,90,88
Techi Neri,27,India,51,33,49,40,25,34,30,52,42,46,66
Ollie Robinson,28,England,67,38,65,37,39,34,66,65,66,44,77
Chabungbam Ishworjit,27,India,40,39,25,36,47,34,41,27,27,3,33
Ashutosh Aman,35,India,67,33,66,35,28,34,44,69,65,67,59
Johannes Diseko,31,South Africa,68,34,67,34,33,34,32,69,63,91,47
Vikash Kumar,25,India,39,38,25,33,42,34,66,27,28,17,12
Oshane Thomas,25,West Indies,82,30,82,31,28,34,13,78,86,82,78
Ajoy Sarkar,24,India,65,32,64,29,33,34,25,69,66,30,69
Lyndon James,23,England,36,35,28,28,38,34,65,27,28,30,34
Sasith Manuranga,22,Sri Lanka,45,44,26,57,43,33,49,31,30,6,11
Sachin Kumar,24,India,74,41,72,55,39,33,34,70,66,87,93
Jalaj Saxena,35,India,62,41,59,51,41,33,36,66,63,27,48
Rajeewa Weerasinghe,34,Sri Lanka,66,41,63,50,40,33,45,66,60,61,63
Salinda Ushan,25,Sri Lanka,39,38,24,50,31,33,33,27,28,17,6
Ishan Abeysekara,28,Sri Lanka,65,42,62,49,44,33,47,65,60,74,45
Joylord Gumbie,26,Zimbabwe,41,40,24,49,40,33,40,27,28,6,9
Techi Doria,27,India,57,40,54,48,38,33,48,52,52,52,74
Ben Sears,24,New Zealand,76,44,74,46,49,33,74,74,78,36,95
Mohammad Afzal,26,Pakistan,43,42,24,44,42,33,84,27,28,11,10
Caleb Seleka,19,South Africa,74,36,73,43,34,33,35,73,73,67,83
Taijul Islam,30,Bangladesh,70,36,69,40,35,33,31,71,70,48,82
Mohamed Shiraz,27,Sri Lanka,64,41,61,40,47,33,57,64,61,70,43
Manik Khan,25,Bangladesh,58,40,55,39,46,33,51,64,58,25,41
Dillon Pennington,22,England,73,37,72,38,38,33,48,71,76,44,86
Sathik Nimalsha,25,Sri Lanka,68,33,67,37,29,33,30,65,66,59,91
Zak Gibson,24,New Zealand,60,39,57,37,41,33,81,58,57,46,63
Pratyush Singh,27,India,50,35,48,36,34,33,47,50,46,57,43
Tanveer Sangha,20,Australia,76,34,75,35,33,33,33,75,79,97,38
Codi Yusuf,23,South Africa,68,36,66,35,39,33,38,62,57,85,97
